일시,월별,연별,사이트,제목,내용,분류,판단이유
20101116,201011,2010,다음아고라,(경제토론방) G20시민들의노력이제일컷다.(펌),"G20   시민들의 노력이 제일 컷다.(펌) 삐노끼오(leese****) 10.11.1615:01 이명박 대통령은 14일 서울   G20(주요 20개국)정상회의 기간 시민들이 행사 성공을 위해 노력한 것과 관련해 ""이번 행사 성공의 최고 점수는 시민 의식에 주고 싶다""고 말했다. 제18차 APEC(아.태경제협력체) 정상회의 참석차 일본 요코하마(横浜)를 방문중인 이 대통령은 이날 회의장인 인터컨티넨털   호텔에서 G20 행사 관련 사후보고를 받고 이같이",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(사회토론방) G20시민들의노력이제일컷다.(펌),"G20   시민들의 노력이 제일 컷다.(펌) 삐노끼오(leese****) 10.11.1615:01 이명박 대통령은 14일 서울   G20(주요 20개국)정상회의 기간 시민들이 행사 성공을 위해 노력한 것과 관련해 ""이번 행사 성공의 최고 점수는 시민 의식에 주고 싶다""고 말했다. 제18차 APEC(아.태경제협력체) 정상회의 참석차 일본 요코하마(横浜)를 방문중인 이 대통령은 이날 회의장인 인터컨티넨털   호텔에서 G20 행사 관련 사후보고를 받고 이같이",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(교육토론방) G20시민들의노력이제일컷다.(펌),"G20   시민들의 노력이 제일 컷다.(펌) 삐노끼오(leese****) 10.11.1615:01 이명박 대통령은 14일 서울   G20(주요 20개국)정상회의 기간 시민들이 행사 성공을 위해 노력한 것과 관련해 ""이번 행사 성공의 최고 점수는 시민 의식에 주고 싶다""고 말했다. 제18차 APEC(아.태경제협력체) 정상회의 참석차 일본 요코하마(横浜)를 방문중인 이 대통령은 이날 회의장인 인터컨티넨털   호텔에서 G20 행사 관련 사후보고를 받고 이같이",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(교육토론방) 정상회담 성공적으로 마무리 (펌),"정상회담 성공적으로 마무리 (펌) 삐노끼오(leese****) 10.11.16 15:07 이명박 대통령은 12일 서울 G20 정상회의의 1박2일 공식 일정이 마무리됨에 따라 참가국 정상들을 초청한 가운데 축하 만찬을 열었다. 삼성동 그랜드인터컨티넨탈호텔에서 열린 만찬에는 레제프 타이이프 에르도안 터키 총리와 헤르만 반롬푀이 EU 정상회의 상임의장, 반기문 유엔 사무총장 등 국가 정상 및 국제기구 대표 14명이 초청됐다. 이와 함께 정부와 정치권에서는 김",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(사회토론방) 정상회담 성공적으로 마무리 (펌),"정상회담 성공적으로 마무리 (펌) 삐노끼오(leese****) 10.11.16 15:07 이명박 대통령은 12일 서울 G20 정상회의의 1박2일 공식 일정이 마무리됨에 따라 참가국 정상들을 초청한 가운데 축하 만찬을 열었다. 삼성동 그랜드인터컨티넨탈호텔에서 열린 만찬에는 레제프 타이이프 에르도안 터키 총리와 헤르만 반롬푀이 EU 정상회의 상임의장, 반기문 유엔 사무총장 등 국가 정상 및 국제기구 대표 14명이 초청됐다. 이와 함께 정부와 정치권에서는 김",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(경제토론방) 정상회담 성공적으로 마무리 (펌),"정상회담 성공적으로 마무리 (펌) 삐노끼오(leese****) 10.11.16 15:07 이명박 대통령은 12일 서울 G20 정상회의의 1박2일 공식 일정이 마무리됨에 따라 참가국 정상들을 초청한 가운데 축하 만찬을 열었다. 삼성동 그랜드인터컨티넨탈호텔에서 열린 만찬에는 레제프 타이이프 에르도안 터키 총리와 헤르만 반롬푀이 EU 정상회의 상임의장, 반기문 유엔 사무총장 등 국가 정상 및 국제기구 대표 14명이 초청됐다. 이와 함께 정부와 정치권에서는 김",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(정치토론방) 정상회담 성공적으로 마무리 (펌),"정상회담 성공적으로 마무리 (펌) 삐노끼오(leese****) 10.11.16 15:07 이명박 대통령은 12일 서울 G20 정상회의의 1박2일 공식 일정이 마무리됨에 따라 참가국 정상들을 초청한 가운데 축하 만찬을 열었다. 삼성동 그랜드인터컨티넨탈호텔에서 열린 만찬에는 레제프 타이이프 에르도안 터키 총리와 헤르만 반롬푀이 EU 정상회의 상임의장, 반기문 유엔 사무총장 등 국가 정상 및 국제기구 대표 14명이 초청됐다. 이와 함께 정부와 정치권에서는 김",G20,G20-이명박대통령지지
20101116,201011,2010,다음아고라,(자유토론방) 정상회담 성공적으로 마무리 (펌),"정상회담 성공적으로 마무리 (펌) 삐노끼오(leese****) 10.11.16 15:07 이명박 대통령은 12일 서울 G20 정상회의의 1박2일 공식 일정이 마무리됨에 따라 참가국 정상들을 초청한 가운데 축하 만찬을 열었다. 삼성동 그랜드인터컨티넨탈호텔에서 열린 만찬에는 레제프 타이이프 에르도안 터키 총리와 헤르만 반롬푀이 EU 정상회의 상임의장, 반기문 유엔 사무총장 등 국가 정상 및 국제기구 대표 14명이 초청됐다. 이와 함께 정부와 정치권에서는 김",G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,(자유토론방) G20의 경제적효과 놀랍다.,G20의 경제적효과 놀랍다. 삐노끼오(leese****) 10.11.17 20:51 삼성경제연구소는 15일 보고서를 통해 서울 G20 정상회의의 성공적 개최에 따른 효과를 이같이 분석했다. 거의 대부분은 간접효과다. 국가 이미지가 좋아지면서 한국 기업 이미지도 동반 개선돼 수출 증대 효과만 18조9587억~21조8755억원에 달한다는 것이다.연구소는 북핵 리스크를 상쇄하는 데도 도움이 될 것으로 내다봤다. G20 회의에  참석하는 정상들이 한반도 평화의,G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,(정치토론방) G20의 경제적효과 놀랍다. (펌),G20의 경제적효과 놀랍다.  (펌) 삐노끼오(leese****) 10.11.17 20:51 삼성경제연구소는 15일 보고서를 통해 서울 G20 정상회의의 성공적 개최에 따른 효과를 이같이 분석했다. 거의 대부분은 간접효과다. 국가 이미지가 좋아지면서 한국 기업 이미지도 동반 개선돼 수출 증대 효과만 18조9587억~21조8755억원에 달한다는 것이다.연구소는 북핵 리스크를 상쇄하는 데도 도움이 될 것으로 내다봤다. G20 회의에  참석하는 정상들이 한반,G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,(경제토론방) G20의 경제적효과 놀랍다. (펌),G20의 경제적효과 놀랍다.  (펌) 삐노끼오(leese****) 10.11.17 20:52 삼성경제연구소는 15일 보고서를 통해 서울 G20 정상회의의 성공적 개최에 따른 효과를 이같이 분석했다. 거의 대부분은 간접효과다. 국가 이미지가 좋아지면서 한국 기업 이미지도 동반 개선돼 수출 증대 효과만 18조9587억~21조8755억원에 달한다는 것이다.연구소는 북핵 리스크를 상쇄하는 데도 도움이 될 것으로 내다봤다. G20 회의에  참석하는 정상들이 한반,G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,(사회토론방) G20의 경제적효과 놀랍다. (펌),G20의 경제적효과 놀랍다.  (펌) 삐노끼오(leese****) 10.11.17 20:52 삼성경제연구소는 15일 보고서를 통해 서울 G20 정상회의의 성공적 개최에 따른 효과를 이같이 분석했다. 거의 대부분은 간접효과다. 국가 이미지가 좋아지면서 한국 기업 이미지도 동반 개선돼 수출 증대 효과만 18조9587억~21조8755억원에 달한다는 것이다.연구소는 북핵 리스크를 상쇄하는 데도 도움이 될 것으로 내다봤다. G20 회의에  참석하는 정상들이 한반,G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,(교육토론방) G20의 경제적효과 놀랍다. (펌),G20의 경제적효과 놀랍다.  (펌) 삐노끼오(leese****) 10.11.17 20:53 삼성경제연구소는 15일 보고서를 통해 서울 G20 정상회의의 성공적 개최에 따른 효과를 이같이 분석했다. 거의 대부분은 간접효과다. 국가 이미지가 좋아지면서 한국 기업 이미지도 동반 개선돼 수출 증대 효과만 18조9587억~21조8755억원에 달한다는 것이다.연구소는 북핵 리스크를 상쇄하는 데도 도움이 될 것으로 내다봤다. G20 회의에  참석하는 정상들이 한반,G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,(문화연예토론방) G20의 경제적효과 놀랍다. (펌),G20의 경제적효과 놀랍다.  (펌) 삐노끼오(leese****) 10.11.17 20:53 삼성경제연구소는 15일 보고서를 통해 서울 G20 정상회의의 성공적 개최에 따른 효과를 이같이 분석했다. 거의 대부분은 간접효과다. 국가 이미지가 좋아지면서 한국 기업 이미지도 동반 개선돼 수출 증대 효과만 18조9587억~21조8755억원에 달한다는 것이다.연구소는 북핵 리스크를 상쇄하는 데도 도움이 될 것으로 내다봤다. G20 회의에  참석하는 정상들이 한반,G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,"(자유토론방) 李대통령 ""G20-APEC, 전략적 연계 가능"" (펌)","李대통령 ""G20-APEC, 전략적연계가능""(펌) 삐노끼오(leese****) 10.11.1720:54일본요코하마(横浜)를방문중인이명박대통령은13일APEC(아태경제협력체)의신성장전략과G20(주요20개국)의강하고지속가능한균형성장정책은서로유사점이많아서앞으로함께전략적연계를할수있을것""이라고말했다.    이 대통령은 이날 오후 요코하마 인터컨티넨털호텔에서 열린 제18차 APEC 정상회의 1차 세션 지정발언을 통해 전날 폐막한    서울 G20 정상회의 합의를 이",G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,"(정치토론방) 李대통령 ""G20-APEC, 전략적 연계 가능"" (펌)","李대통령 ""G20-APEC, 전략적연계가능""(펌) 삐노끼오(leese****) 10.11.1720:54일본요코하마(横浜)를방문중인이명박대통령은13일APEC(아태경제협력체)의신성장전략과G20(주요20개국)의강하고지속가능한균형성장정책은서로유사점이많아서앞으로함께전략적연계를할수있을것""이라고말했다.    이 대통령은 이날 오후 요코하마 인터컨티넨털호텔에서 열린 제18차 APEC 정상회의 1차 세션 지정발언을 통해 전날 폐막한    서울 G20 정상회의 합의를 이",G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,"(경제토론방) 李대통령 ""G20-APEC, 전략적 연계 가능"" (펌)","李대통령 ""G20-APEC, 전략적연계가능""(펌) 삐노끼오(leese****) 10.11.1720:55일본요코하마(横浜)를방문중인이명박대통령은13일APEC(아태경제협력체)의신성장전략과G20(주요20개국)의강하고지속가능한균형성장정책은서로유사점이많아서앞으로함께전략적연계를할수있을것""이라고말했다.    이 대통령은 이날 오후 요코하마 인터컨티넨털호텔에서 열린 제18차 APEC 정상회의 1차 세션 지정발언을 통해 전날 폐막한    서울 G20 정상회의 합의를 이",G20,G20-이명박대통령지지
20101117,201011,2010,다음아고라,"(사회토론방) 李대통령 ""G20-APEC, 전략적 연계 가능"" (펌)","李대통령 ""G20-APEC, 전략적연계가능""(펌) 삐노끼오(leese****) 10.11.1720:55일본요코하마(横浜)를방문중인이명박대통령은13일APEC(아태경제협력체)의신성장전략과G20(주요20개국)의강하고지속가능한균형성장정책은서로유사점이많아서앞으로함께전략적연계를할수있을것""이라고말했다.    이 대통령은 이날 오후 요코하마 인터컨티넨털호텔에서 열린 제18차 APEC 정상회의 1차 세션 지정발언을 통해 전날 폐막한    서울 G20 정상회의 합의를 이",G20,G20-이명박대통령지지
20101118,201011,2010,다음아고라,(정치토론방) G20개최한국긍정적평가(펌),"G20개최한국긍정적평가(펌)삐노끼오(leese****)10.11.1817:12G20개최한국긍정적평가xmlversion='1.0'encoding='%SOUP-ENCODING%'서울G20정상회의개최후한국을긍정적으로평가하는주요외신들의보도가잇따르고있다.로이터통신은지난15일'G20개최후글로벌역할증대누리는한국'제목의보도에서""아시아국가최초이자G8이외의국가최초로G20을개최한한국'제목의보도에서""아시아국가최초이자G8이외의국가최초로G20을개최한한국은주요국제행사를순조롭게치러",G20,G20-이명박대통령지지
20101118,201011,2010,다음아고라,(경제토론방) G20개최한국긍정적평가(펌),"G20개최한국긍정적평가(펌)삐노끼오(leese****)10.11.1817:12G20개최한국긍정적평가xmlversion='1.0'encoding='%SOUP-ENCODING%'서울G20정상회의개최후한국을긍정적으로평가하는주요외신들의보도가잇따르고있다.로이터통신은지난15일'G20개최후글로벌역할증대누리는한국'제목의보도에서""아시아국가최초이자G8이외의국가최초로G20을개최한한국'제목의보도에서""아시아국가최초이자G8이외의국가최초로G20을개최한한국은주요국제행사를순조롭게치러",G20,G20-이명박대통령지지
